tweets,id,len,date,source,likes,retweets,polarity,sentiment,companies
Here s what s trending on Stocktwits this AM What s on your watchlist,1440664928646352897,121,2021-09-22 13:10:59,Twitter for iPhone,48,7,0.0,neutral,None
RT Current Top 10 trending tickers on 1 SmileDirectClub SDC 2 Draftkings DKNG 3 NanoViricides NNVC 4 Lucid,1440417707250180100,140,2021-09-21 20:48:37,Twitter for iPhone,0,17,0.0,neutral,None
How d your portfolio do today,1440417663734276106,30,2021-09-21 20:48:27,Twitter for iPhone,18,2,0.0,neutral,None
What s on your watchlist today,1440307000546496523,34,2021-09-21 13:28:43,Twitter for iPhone,26,1,0.0,neutral,None
gm to everyone with diamond hands,1440306948398739464,33,2021-09-21 13:28:30,Twitter for iPhone,83,2,0.7,spositive,None
Name a rap song that describes your portfolio,1440049504137322508,48,2021-09-20 20:25:31,Twitter for iPhone,57,3,0.0,neutral,None
RT news Good morning,1439958044767576066,54,2021-09-20 14:22:05,Twitter for iPhone,0,201,0.0,neutral,None
How s your portfolio looking,1439950904573284357,29,2021-09-20 13:53:43,Twitter for iPhone,23,3,0.0,neutral,None
Gm say it back,1439950663824379905,16,2021-09-20 13:52:45,Twitter for iPhone,66,1,0.0,neutral,None
RT,1439017343263326212,41,2021-09-18 00:04:04,Twitter for iPhone,0,28247,0.25,wpositive,None
Metaverse FB,1438943812387229705,13,2021-09-17 19:11:53,Twitter for iPhone,11,0,0.0,neutral,None
RT Current Top 10 trending stocks cryptos on 1 SmileDirectClub SDC 2 Helbiz HLBZ 3 ROOT 4 S amp P 500 SPY 5 AbC,1438890540528029698,144,2021-09-17 15:40:12,Twitter for iPhone,0,16,0.0,neutral,None
RT news Pain,1438881899628335106,46,2021-09-17 15:05:52,Twitter for iPhone,0,86,0.0,neutral,None
Do you think stocks will go up today,1438845417647742982,41,2021-09-17 12:40:54,Twitter for iPhone,102,8,0.375,positive,None
RT Thank you,1438582157610569738,42,2021-09-16 19:14:48,Twitter for iPhone,0,2049,-0.2,wnegative,None
RT Congratulations to and the team on their successful Inspiration4 launch last night Another step towards a,1438582145514196992,140,2021-09-16 19:14:45,Twitter for iPhone,0,7881,0.0,neutral,None
Reply to this with a ticker for a company that you use everyday,1438507367285411846,68,2021-09-16 14:17:37,Twitter for iPhone,37,4,0.0,neutral,None
RT September,1438507225971003397,50,2021-09-16 14:17:03,Twitter for iPhone,0,56,0.0,neutral,None
What should we talk about on our today,1438502986183897094,54,2021-09-16 14:00:12,Twitter for iPhone,14,2,0.8,spositive,None
How s your portfolio looking after the close,1438234145935736841,45,2021-09-15 20:11:56,Twitter for iPhone,19,3,0.0,neutral,None
RT Great breakdown of ATER by Nauticus Trading,1438230361318858754,88,2021-09-15 19:56:53,Twitter for iPhone,0,1,0.0,neutral,None
Name a 90s movie that describes your portfolio,1438124920681254912,51,2021-09-15 12:57:54,Twitter for iPhone,74,7,0.0,neutral,None
Here s what s trending on Stocktwits this AM,1438124834895106056,95,2021-09-15 12:57:34,Twitter for iPhone,22,9,0.0,neutral,None
We re doing a 15 minute spaces to talk about what happened in the market today,1437873235870240770,105,2021-09-14 20:17:48,Twitter for iPhone,17,1,0.0,neutral,None
AAPL,1437826337981489156,5,2021-09-14 17:11:27,Twitter for iPhone,16,6,0.0,neutral,None
What s on your watchlist today,1437816891704238084,31,2021-09-14 16:33:54,Twitter for iPhone,48,6,0.0,neutral,None
How are you feeling about the market today,1437760617079836672,43,2021-09-14 12:50:18,Twitter for iPhone,11,2,0.0,neutral,None
Some might say that Litecoin s price is a bit lite,1437496347121356805,52,2021-09-13 19:20:11,Twitter for iPhone,42,6,0.26666666666666666,wpositive,None
Overheard on Stocktwits,1437462503798321155,48,2021-09-13 17:05:42,Twitter for iPhone,58,2,0.0,neutral,None
RT Current Top 10 trending stocks cryptos on 1 Ocugen OCGN 2 Mohawk ATER 3 Litecoin LTC 4 aTyr LIFE 5 Smile,1437443039291711492,140,2021-09-13 15:48:21,Twitter for iPhone,0,9,0.0,neutral,None
An emotional rollercoaster,1437432830674489349,50,2021-09-13 15:07:47,Twitter for iPhone,98,12,0.0,neutral,None
Was it,1437429002705195014,31,2021-09-13 14:52:35,Twitter for iPhone,22,1,0.0,neutral,None
Using only gifs tell us about your portfolio today,1437417949191618561,58,2021-09-13 14:08:39,Twitter for iPhone,55,3,0.0,neutral,None
Today we honor and remember lives lost during September 11 Never forget,1436654494960558082,73,2021-09-11 11:34:58,Twitter for iPhone,158,18,0.0,neutral,None
Bravo,1436379627807707154,42,2021-09-10 17:22:44,Twitter for iPhone,299,30,0.0,neutral,None
What s the stock ticker for Dr Patel,1436361711154565130,53,2021-09-10 16:11:32,Twitter for iPhone,4,0,0.0,neutral,None
How d your portfolio do this week,1436313103474601987,34,2021-09-10 12:58:23,Twitter for iPhone,44,7,0.0,neutral,None
If you could invest in any private company what would it be and why,1435995538533535745,72,2021-09-09 15:56:30,Twitter for iPhone,82,10,0.0,neutral,None
Trending on Stocktwits,1435949393195188230,74,2021-09-09 12:53:08,Twitter for iPhone,40,9,0.0,neutral,None
Futures S amp P 500 0 03 Nasdaq 0 04 Russell 2K 0 43 Dow Jones 0 03,1435949259459866632,182,2021-09-09 12:52:36,Twitter for iPhone,57,16,-0.1,wnegative,None
What do you want to hear on next week s,1435705874908073989,55,2021-09-08 20:45:29,Twitter for iPhone,10,0,0.0,neutral,None
Markets are closed,1435705807438598144,43,2021-09-08 20:45:13,Twitter for iPhone,51,7,0.0,neutral,None
Come join us on SOL,1435648745589329931,63,2021-09-08 16:58:28,Twitter for iPhone,24,6,0.0,neutral,None
We re starting our SOL in five minutes Come join us,1435648228343652359,69,2021-09-08 16:56:25,Twitter for iPhone,12,1,0.0,neutral,None
Trending on Stocktwits,1435582052297068548,74,2021-09-08 12:33:27,Twitter for iPhone,36,11,-0.1,wnegative,None
Futures S amp P 500 0 13 Nasdaq 0 09 Russell 2K 0 33 Dow Jones 0 15,1435581946009116678,178,2021-09-08 12:33:02,Twitter for iPhone,40,4,-0.25,wnegative,None
Markets are closed S amp P 500 0 33 Nasdaq 0 07 Russell 2K 0 69 Dow Jones 0 76,1435333463863873539,193,2021-09-07 20:05:39,Twitter for iPhone,36,5,0.0,neutral,None
What s going on with Solana Wrong answers only,1435291547965272069,48,2021-09-07 17:19:06,Twitter for iPhone,30,1,0.0,neutral,None
,1435291480030158852,49,2021-09-07 17:18:49,Twitter for iPhone,17,2,0.0,neutral,None
How s your portfolio doing,1435261257121247240,31,2021-09-07 15:18:44,Twitter for iPhone,60,2,0.0,neutral,None
Tomorrow s will be at 1 00 PM ET We re going to be talking about all things Solana SOL Drop a reply if you want to be a speaker,1435217565018730506,174,2021-09-07 12:25:07,Twitter for iPhone,48,7,0.0,neutral,None
and crypto,1435213017092853763,36,2021-09-07 12:07:02,Twitter for iPhone,151,26,0.0,neutral,None
Trending on Stocktwits today,1435212932007268354,80,2021-09-07 12:06:42,Twitter for iPhone,40,5,-0.1,wnegative,None
Futures S amp P 500 0 06 Nasdaq 0 03 Russell 2K 0 11 Dow Jones 0 10,1435212734170341376,171,2021-09-07 12:05:55,Twitter for iPhone,62,11,0.5,positive,None
Markets are closed in observance of Labor Day today,1434895524235255808,52,2021-09-06 15:05:26,Twitter for iPhone,71,13,0.0,neutral,None
We love to see it,1434024050905518080,32,2021-09-04 05:22:31,Twitter for iPhone,14,0,0.0,neutral,None
,1434023999680491521,27,2021-09-04 05:22:19,Twitter for iPhone,25,1,0.0,neutral,None
RT Verified Thank you,1434023966897807360,98,2021-09-04 05:22:11,Twitter for iPhone,0,19,-0.1,wnegative,None
How d your portfolio do this week,1433818718841286657,38,2021-09-03 15:46:36,Twitter for iPhone,60,5,0.0,neutral,None
Markets are closed S amp P 500 0 28 Nasdaq 0 14 Russell 2K 0 69 Dow Jones 0 37,1433521934218809354,181,2021-09-02 20:07:17,Twitter for iPhone,112,18,0.0,neutral,None
RT I found the whale,1433505755034968071,60,2021-09-02 19:02:59,Twitter for iPhone,0,30,-0.15555555555555559,wnegative,None
Our site and apps are back online The dev team identified the issue and is currently working to ensure the problem doesn t happen again We expect the site and app performance to be stable now Thank you for your patience,1433479386578268166,225,2021-09-02 17:18:13,Twitter for iPhone,26,0,0.26,wpositive,None
Our site and mobile apps are down again we re working diligently on resolving the issue We appreciate your continued patience,1433464160499736576,155,2021-09-02 16:17:42,Twitter for iPhone,30,5,0.1,wpositive,None
RT John Street Capital Anonymous but VERY REAL Joins Me on Panic with Friends to Discuss the Markets R,1433460570225844231,140,2021-09-02 16:03:27,Twitter for iPhone,0,6,-0.15555555555555559,wnegative,None
Our site and mobile apps are back online The team is still working to address the root cause of the issue Thanks for all your patience,1433454138495483907,163,2021-09-02 15:37:53,Twitter for iPhone,17,2,0.0,neutral,None
Our site and mobile apps are currently down The dev team is looking into the issue Apologies for the inconvenience,1433442641077751815,118,2021-09-02 14:52:12,Twitter for iPhone,53,11,0.0,neutral,None
Trending on Stocktwits,1433406265812824067,74,2021-09-02 12:27:39,Twitter for iPhone,35,5,-0.1,wnegative,None
Futures S amp P 500 0 19 Nasdaq 0 27 Russell 2K 0 21 Dow Jones 0 16,1433406053291528192,170,2021-09-02 12:26:49,Twitter for iPhone,65,9,1.0,spositive,None
Markets are closed S amp P 500 0 03 Nasdaq 0 32 Russell 2K 0 68 Dow Jones 0 13,1433162178337681418,186,2021-09-01 20:17:44,Twitter for iPhone,66,12,0.25,wpositive,None
We re switching around our format for Twitter Spaces so we re pushing today s Reply to this tweet with the best time that works for you to listen in on speak on spaces,1433074269446094858,196,2021-09-01 14:28:25,Twitter for iPhone,12,0,0.0,neutral,None
RT Don t worry mom I m getting married soon,1433065231752835072,87,2021-09-01 13:52:30,Twitter for iPhone,0,38,0.0,neutral,None
Parik,1433065215487324162,21,2021-09-01 13:52:27,Twitter for iPhone,7,0,0.0,neutral,None
Trending on Stocktwits,1433047687667101699,74,2021-09-01 12:42:48,Twitter for iPhone,50,5,-0.1,wnegative,None
Futures S amp P 500 0 35 Nasdaq 0 36 Russell 2K 0 66 Dow Jones 0 26,1433047486113931265,170,2021-09-01 12:42:00,Twitter for iPhone,48,6,0.0,neutral,None
Markets are closed S amp P 500 0 13 Nasdaq 0 04 Russell 2K 0 33 Dow Jones 0 11,1432799706707632128,196,2021-08-31 20:17:24,Twitter for iPhone,31,4,0.0,neutral,None
If you could only have three companies in your portfolio what would they be and why,1432738029647581184,89,2021-08-31 16:12:19,Twitter for iPhone,102,9,-0.1,wnegative,None
Trending on Stocktwits today,1432698875152846850,80,2021-08-31 13:36:44,Twitter for iPhone,52,9,0.0,neutral,None
Markets are closed S amp P 500 0 43 Nasdaq 0 90 Russell 2K 0 29 Dow Jones 0 15,1432455848626950148,186,2021-08-30 21:31:02,Twitter for iPhone,26,3,0.25,wpositive,None
,1432440623164952576,25,2021-08-30 20:30:32,Twitter for iPhone,29,3,0.5,positive,None
RT Current Top 10 trending stocks cryptos on 1 Vico BBIG 2 Mohawk ATER 3 ROOT 4 Affirm AFRM 5 PayPal PYPL,1432406755905085450,139,2021-08-30 18:15:58,Twitter for iPhone,0,14,0.0,neutral,PayPal
What s your favorite meme stock,1432366740852387842,35,2021-08-30 15:36:57,Twitter for iPhone,25,2,0.0,neutral,None
BBIG,1432314230896738307,5,2021-08-30 12:08:18,Twitter for iPhone,15,7,0.8,spositive,None
Trending on Stocktwits,1432314145530126337,74,2021-08-30 12:07:58,Twitter for iPhone,95,23,0.35000000000000003,positive,None
Happy Monday Here s what futures are looking like S amp P 500 0 13 Nasdaq 0 14 Russell 2K 0 35 Dow Jones 0 09,1432313874112516097,214,2021-08-30 12:06:53,Twitter for iPhone,69,12,-0.16666666666666666,wnegative,None
Markets are closed Happy Friday S amp P 500 0 88 Nasdaq 1 22 Russell 2K 2 84 Dow Jones 0 68,1431348707136577538,198,2021-08-27 20:11:39,Twitter for iPhone,90,16,0.0,neutral,None
Five words or less how d your portfolio do this week,1431291690975891463,58,2021-08-27 16:25:05,Twitter for iPhone,69,6,0.0,neutral,None
Trending on Stocktwits,1431234566962954241,74,2021-08-27 12:38:06,Twitter for iPhone,56,8,-0.1,wnegative,None
Futures S amp P 500 0 25 Nasdaq 0 31 Russell 2K 0 29 Dow Jones 0 22,1431234459458756610,171,2021-08-27 12:37:40,Twitter for iPhone,73,8,0.0,neutral,None
Markets are closed S amp P 500 0 58 Nasdaq 0 63 Russell 2K 1 04 Dow Jones 0 54,1430991266221809666,189,2021-08-26 20:31:19,Twitter for iPhone,47,5,0.0,neutral,None
RT gm,1430900305219112969,46,2021-08-26 14:29:52,Twitter for iPhone,0,30,0.0,neutral,None
What s a song that describes your portfolio,1430895116525264911,48,2021-08-26 14:09:15,Twitter for iPhone,31,2,0.0,neutral,None
Trending on Stocktwits,1430865272756449290,73,2021-08-26 12:10:39,Twitter for iPhone,44,9,-0.1,wnegative,None
Futures this morning S amp P 500 0 02 Nasdaq 0 13 Russell 2K 0 00 Dow Jones 0 12,1430865148886007808,188,2021-08-26 12:10:10,Twitter for iPhone,38,10,0.0,neutral,None
Markets are closed S amp P 500 0 22 Nasdaq 0 14 Russell 2K 0 44 Dow Jones 0 11,1430625288896004102,158,2021-08-25 20:17:03,StockTwits Web,60,10,0.35,positive,None
ETH spaces next week,1430591398500306947,22,2021-08-25 18:02:23,Twitter for iPhone,42,8,0.0,neutral,None
josh Much love thanks for coming,1430591224625369092,50,2021-08-25 18:01:41,Twitter for iPhone,1,1,0.13636363636363635,wpositive,None
Sent you a DM,1430576647883870214,29,2021-08-25 17:03:46,Twitter Web App,1,0,0.0,neutral,None
We re live on talking about NFTs,1430576374260150273,73,2021-08-25 17:02:41,Twitter Web App,11,1,0.0,neutral,None
We re hosting a about NFTs at 1 PM ET drop a reply if you want to be a speaker,1430550155267383301,96,2021-08-25 15:18:30,Twitter for iPhone,25,2,0.0,neutral,None
Reply to this with a gif that describes how your portfolio is doing this week,1430540064631660547,80,2021-08-25 14:38:24,StockTwits Web,41,1,-0.1,wnegative,None
Trending on Stocktwits,1430501321002606598,74,2021-08-25 12:04:27,Twitter for iPhone,50,9,-0.2,wnegative,None
Markets are closed S amp P 500 0 15 Nasdaq 0 51 Russell 2K 0 96 Dow Jones 0 09,1430259319803719683,158,2021-08-24 20:02:49,StockTwits Web,59,14,0.0,neutral,None
Everyday I wake up and the Russell 2k pains me,1430231551686717443,70,2021-08-24 18:12:28,Twitter for iPhone,678,85,0.35714285714285715,positive,None
What are you holding onto with diamond hands today,1430210985772650508,55,2021-08-24 16:50:45,StockTwits Web,87,7,0.0,neutral,None
RT Special Edition Alert We chat exclusively with Founder amp CEO of He talks about the,1430157939483062274,143,2021-08-24 13:19:58,Twitter for iPhone,0,81,0.0,neutral,None
Trending on Stocktwits,1430141705878114308,72,2021-08-24 12:15:28,Twitter for iPhone,38,10,0.0,neutral,None
Futures this AM S amp P 500 0 13 Nasdaq 0 15 Russell 2K 0 35 Dow Jones 0 15,1430141466039537716,155,2021-08-24 12:14:30,StockTwits Web,54,7,-0.1,wnegative,None
Same,1429906202025201671,39,2021-08-23 20:39:39,Twitter for iPhone,86,3,0.0,neutral,None
Congrats You made it through Monday Markets are closed S amp P 500 0 85 Nasdaq 1 54 Russell 2K 1 94 Dow Jones 0 61,1429902371782643716,220,2021-08-23 20:24:26,Twitter for iPhone,125,18,0.0,neutral,None
What s on your watchlist this week,1429858402579197954,35,2021-08-23 17:29:43,Twitter for iPhone,39,6,0.0,neutral,None
Looking for speakers,1429832226338922499,51,2021-08-23 15:45:42,Twitter for iPhone,6,0,0.0,neutral,None
Julie VerHage Greenberg Co Founder of joined on Panic with Friends to discuss the future of media fintech and trading Check it out,1429811153933320199,233,2021-08-23 14:21:58,Twitter Web App,23,5,0.0,neutral,None
Trending on Stocktwits,1429789656711929856,72,2021-08-23 12:56:33,Twitter for iPhone,38,12,0.35000000000000003,positive,None
Futures S amp P 500 0 36 Nasdaq 0 25 Russell 2K 1 01 Dow Jones 0 50,1429789511161196544,171,2021-08-23 12:55:58,Twitter for iPhone,70,10,0.0,neutral,None
Happy Friday the markets are closed What s your portfolio looking like,1428813144768630788,97,2021-08-20 20:16:14,Twitter for iPhone,44,3,0.0,neutral,None
What do you think of the Tesla bot,1428730968542752779,62,2021-08-20 14:49:42,Twitter for iPhone,157,17,0.0,neutral,Tesla
Trending on Stocktwits,1428692659556790282,72,2021-08-20 12:17:28,Twitter for iPhone,55,4,-0.1,wnegative,None
Futures this morning,1428692545110958088,45,2021-08-20 12:17:01,Twitter for iPhone,42,7,0.0,neutral,None
Markets are closed,1428446794355286017,43,2021-08-19 20:00:29,Twitter for iPhone,41,9,0.0,neutral,None
Next week s will be about NFTs Save the date Wednesday 8 25 1 00 PM ET Drop your fave NFT in the replies,1428416539846451201,129,2021-08-19 18:00:16,Twitter Web App,42,4,0.0,neutral,None
,1428396525684678656,13,2021-08-19 16:40:44,Twitter Web App,0,0,0.1,wpositive,None
Check out the AMZN stream on Stocktwits here,1428380533453729792,70,2021-08-19 15:37:11,Twitter for iPhone,6,1,0.0,neutral,None
Amazon wants to open up a department store What are your thoughts,1428380369187921921,67,2021-08-19 15:36:32,Twitter for iPhone,46,6,-0.06666666666666667,wnegative,Amazon
Macy s M is up 12 78 today after earnings,1428357453901537286,72,2021-08-19 14:05:29,Twitter for iPhone,13,2,0.0,neutral,None
We are actively investigating an issue that is causing the iOS application to crash when using the search functionality We are working to resolve this problem as quickly as possible We apologize for any inconvenience,1428345040187842564,219,2021-08-19 13:16:09,Twitter for iPhone,16,2,0.0,neutral,None
Check this out,1428334875187290117,41,2021-08-19 12:35:46,Twitter for iPhone,7,2,0.0,neutral,None
Here s what s trending on Stocktwits this AM,1428334758627577862,95,2021-08-19 12:35:18,Twitter for iPhone,24,4,-0.1,wnegative,None
Futures this AM S amp P 500 0 77 Nasdaq 0 62 Russell 2K 1 43 Dow Jones 0 91,1428334581539823620,186,2021-08-19 12:34:36,Twitter for iPhone,33,5,0.13636363636363635,wpositive,None
Markets are closed What s your portfolio looking like,1428092870129504261,79,2021-08-18 20:34:07,Twitter for iPhone,53,4,0.0,neutral,None
We re live,1428044497804533763,35,2021-08-18 17:21:54,Twitter Web App,9,0,0.5,positive,None
Starting our on ABNB in 20 minutes Check out the link to join,1428034551088132110,106,2021-08-18 16:42:23,Twitter for iPhone,10,0,0.0,neutral,None
ok we ll bite what are NFTs,1428019096214556679,32,2021-08-18 15:40:58,Twitter Web App,75,4,0.18333333333333335,wpositive,None
What s trading like in the metaverse,1428003272401555457,37,2021-08-18 14:38:05,Twitter for iPhone,27,1,0.0,neutral,None
Here are the most active streams on Stocktwits this AM,1427969971259420683,105,2021-08-18 12:25:46,Twitter for iPhone,20,3,0.8,spositive,None
Here s what s trending on Stocktwits this AM,1427969824521588738,95,2021-08-18 12:25:11,Twitter for iPhone,29,4,0.10000000000000002,wpositive,None
Happy hump day Here s what futures are looking like S amp P 500 0 10 Nasdaq 0 03 Russell 2K 0 02 Dow Jones 0 22,1427969548536487940,225,2021-08-18 12:24:05,Twitter for iPhone,34,5,0.09814814814814814,wpositive,None
We have fixed the issue and our website apps are back up Thanks again for your patience,1427806164218155014,115,2021-08-18 01:34:51,Twitter for iPhone,25,1,-0.1,wnegative,None
Our site is currently down We are aware of the issue and it should be resolved soon Thanks for your patience,1427792832912318466,112,2021-08-18 00:41:53,Twitter for iPhone,68,9,0.0,neutral,None
We re close to Wednesday and markets are closed What s your portfolio S amp P 500 0 70 Nasdaq 0 92 Russell 2K 1 41 Dow Jones 0 79,1427726485343936518,241,2021-08-17 20:18:14,Twitter Web App,47,11,0.0,neutral,None
RT news How is your portfolio doing today,1427694305574068230,76,2021-08-17 18:10:22,Twitter Web App,0,64,0.7,spositive,None
ABNB Are you bullish or bearish Why,1427690339414970372,39,2021-08-17 17:54:36,Twitter Web App,14,1,0.25,wpositive,None
Our tomorrow 8 18 at 1 PM ET will be about all things ABNB Drop us a note in the replies if you want to speak or if you know someone who would be good to have on Looking at you btw,1427690075811418114,228,2021-08-17 17:53:33,Twitter Web App,11,2,0.0,neutral,None
RT Current Top 10 trending stocks cryptos on 1 Pfizer PFE 2 Roblox RBLX 3 Ammo POWW 4 Walmart WMT 5 LM Fund,1427656231674695680,140,2021-08-17 15:39:04,Twitter for iPhone,0,19,0.18333333333333335,wpositive,"Pfizer, Walmart"
Looks like ABNB is in the lead,1427656203090419712,56,2021-08-17 15:38:58,Twitter for iPhone,10,0,0.0,neutral,None
Here are the most active streams on Stocktwits,1427606325371064370,97,2021-08-17 12:20:46,Twitter for iPhone,16,5,0.0,neutral,None
Trending on Stocktwits,1427606182638858240,73,2021-08-17 12:20:12,Twitter for iPhone,41,7,-0.1,wnegative,None
Futures this AM S amp P 500 0 46 Nasdaq 0 41 Russell 2K 1 06 Dow Jones 0 57,1427605898609020950,185,2021-08-17 12:19:04,Twitter for iPhone,72,11,0.0,neutral,None
Monday s almost over and the markets are closed S amp P 500 0 26 Nasdaq 0 19 Russell 2K 0 95 Dow Jones 0 30,1427362364941389825,215,2021-08-16 20:11:21,Twitter for iPhone,44,6,0.0,neutral,None
What s an underrated public company,1427334533448441857,38,2021-08-16 18:20:46,Twitter for iPhone,99,12,0.0,neutral,None
ICYMI We re now hosting our every Wednesday at 1 PM ET,1427318676668170244,71,2021-08-16 17:17:45,Twitter for iPhone,3,0,0.0,neutral,None
Decide the topic of our next,1427318496069890059,44,2021-08-16 17:17:02,Twitter for iPhone,13,2,0.18333333333333335,wpositive,None
What s on your watchlist this week,1427269374919024647,35,2021-08-16 14:01:51,Twitter for iPhone,33,3,0.0,neutral,None
Here are the most active streams on Stocktwits,1427244279446052869,97,2021-08-16 12:22:07,Twitter for iPhone,19,5,0.7,spositive,None
Trending on Stocktwits,1427244138664235010,73,2021-08-16 12:21:34,Twitter for iPhone,57,8,0.0,neutral,None
Happy Monday kind of Here s what futures are looking like S amp P 500 0 38 Nasdaq 0 40 Russell 2K 0 60 Dow Jones 0 40,1427243897667923972,230,2021-08-16 12:20:36,Twitter for iPhone,38,3,0.35000000000000003,positive,None
Woof,1426353853767864320,29,2021-08-14 01:23:53,Twitter for iPhone,163,23,0.0,neutral,None
Happy Friday to everyone except the Russell 2000 Markets are closed Here s what they re looking like S amp P 500 0 16 Nasdaq 0 04 Russell 2K 0 99 Dow Jones 0 04,1426286764184965122,275,2021-08-13 20:57:18,Twitter Web App,29,5,0.0,neutral,None
How s your portfolio looking today,1426190950271959050,35,2021-08-13 14:36:34,Twitter for iPhone,77,6,0.8,spositive,None
Trending on Stocktwits,1426155144304111616,72,2021-08-13 12:14:17,Twitter for iPhone,40,11,-0.1,wnegative,None
Happy Friday Here s what futures are looking like S amp P 500 0 03 Nasdaq 0 08 Russell 2K 0 12 Dow Jones 0 14,1426154870097260547,220,2021-08-13 12:13:12,Twitter for iPhone,32,11,0.25,wpositive,None
ICYMI the markets are closed S amp P 500 0 29 Nasdaq 0 34 Russell 2K 0 25 Dow Jones 0 04,1425927812062515202,202,2021-08-12 21:10:57,Twitter for iPhone,29,10,0.0,neutral,None
RT Current Top 10 trending stocks cryptos on 1 Clover CLOV 2 Palantir PLTR 3 Inovio INO 4 STEM 5 Micron MU,1425859841860440068,140,2021-08-12 16:40:52,Twitter Web App,0,5,0.6,positive,None
What s a quote about investing trading that s stuck with you,1425859333435367427,65,2021-08-12 16:38:50,Twitter Web App,45,4,0.18333333333333335,wpositive,None
If you could start your own ETF what stocks would you put in it and why,1425843876045144075,77,2021-08-12 15:37:25,Twitter Web App,28,1,0.0,neutral,None
Here s what s trending and what s most active on Stocktwits this AM,1425790998479876096,120,2021-08-12 12:07:18,Twitter for iPhone,41,12,0.13636363636363635,wpositive,None
It s almost Friday fam Here s what futures are looking like S amp P 500 0 05 Nasdaq 0 02 Russell 2K 0 12 Dow Jones 0 11,1425789249580900353,225,2021-08-12 12:00:21,Twitter for iPhone,57,7,0.0,neutral,None
Twitter s new font change,1425517156666642434,28,2021-08-11 17:59:09,Twitter Web App,8,1,0.0,neutral,None
We re waiting on you,1425507058229596163,50,2021-08-11 17:19:01,Twitter for iPhone,4,0,-0.2,wnegative,None
Come join us All things Bitcoin,1425506835675729932,59,2021-08-11 17:18:08,Twitter for iPhone,5,3,0.0,neutral,None
Few minutes until our on Bitcoin,1425501662513442821,50,2021-08-11 16:57:35,Twitter for iPhone,17,1,0.18333333333333335,wpositive,None
Reply to this with a gif that describes your portfolio,1425470728577638402,57,2021-08-11 14:54:40,Twitter for iPhone,39,3,-0.1,wnegative,None
Here s what s trending and most active on Stocktwits today,1425446494044397570,108,2021-08-11 13:18:22,Twitter for iPhone,32,8,0.0,neutral,None
Markets are closed S amp P 500 0 09 Nasdaq 0 48 Russell 2K 0 14 Dow Jones 0 46,1425189133182439426,188,2021-08-10 20:15:42,Twitter for iPhone,35,13,0.0,neutral,None
Overhead on Stocktwits,1425188235605684229,47,2021-08-10 20:12:08,Twitter for iPhone,119,8,-0.16666666666666666,wnegative,None
mamigonian This tweet was ten words,1425180214561234948,42,2021-08-10 19:40:16,Twitter Web App,16,0,0.0,neutral,None
Five words or less describe what s going on with crypto,1425176993818152964,61,2021-08-10 19:27:28,Twitter Web App,26,1,0.21666666666666667,wpositive,None
what coin,1425129514863054859,26,2021-08-10 16:18:48,Twitter Web App,2,0,0.0,neutral,None
RT Top 10 most active stocks cryptos over the last 24 hours on 1 AMC Entertainment AMC 2 Ocugen OCGN 3 Microv,1425129433241985037,140,2021-08-10 16:18:29,Twitter Web App,0,8,0.0,neutral,None
Yoni Assia Co Founder and CEO of joined on Panic with Friends to discuss Dogecoin the rise of retail investors and the future of crypto Check it out,1425102132743524352,228,2021-08-10 14:30:00,Twitter Web App,20,1,0.0,neutral,None
What does Bitcoin fix,1425091057067466763,25,2021-08-10 13:45:59,Twitter for iPhone,28,1,0.18333333333333335,wpositive,None
RT We re doing another on Wednesday 8 11 at 1 PM ET about all things Bitcoin BTC If you know anyone who shou,1425074776901656578,140,2021-08-10 12:41:18,Twitter for iPhone,0,8,0.0,neutral,None
Here s what s trending and what s most active on Stocktwits this AM,1425071568917512195,120,2021-08-10 12:28:33,Twitter Web App,44,8,-0.1,wnegative,None
It s Tuesday Here s what futures are looking like this AM S amp P 500 0 01 Nasdaq 0 13 Russell 2K 0 09 Dow Jones 0 05,1425070281316515851,229,2021-08-10 12:23:26,Twitter Web App,67,8,0.0,neutral,None
Markets are closed S amp P 500 0 09 Nasdaq 0 16 Russell 2K 0 56 Dow Jones 0 30,1424826503771131911,189,2021-08-09 20:14:45,Twitter Web App,58,11,0.0,neutral,None
,1424811511382515715,15,2021-08-09 19:15:10,Twitter Web App,1,0,0.5,positive,None
Always,1424792472664907779,25,2021-08-09 17:59:31,Twitter Web App,1,0,0.0,neutral,None
This is a safe space Adam,1424791774569148422,37,2021-08-09 17:56:45,Twitter Web App,10,0,0.0,neutral,None
What was it,1424791481110384647,24,2021-08-09 17:55:35,Twitter Web App,3,0,0.0,neutral,None
We re doing another on Wednesday 8 11 at 1 PM ET about all things Bitcoin BTC If you know anyone who should speak on it or if you want to drop a reply,1424791437883891716,198,2021-08-09 17:55:24,Twitter Web App,48,8,0.0,neutral,None
Will NFTs outperform the S amp P 500,1424790565456162832,37,2021-08-09 17:51:56,Twitter Web App,15,3,0.0,neutral,None
Find someone who will HODL you,1424786701621280768,54,2021-08-09 17:36:35,Twitter Web App,43,1,0.25,wpositive,None
PLTR,1424774771322064896,5,2021-08-09 16:49:11,Twitter Web App,22,6,0.0,neutral,None
What s your favorite investing finance related movie,1424772139157278728,56,2021-08-09 16:38:43,Twitter Web App,47,2,0.0,neutral,None
