tweets,id,len,date,source,likes,retweets,polarity,sentiment,companies
F breakout feels very real to me I think that supply chain woes built in one of our biggest positions Follow along with us as we have great research better than Wa Street Trial it,1451122859825405953,225,2021-10-21 09:47:04,TweetDeck,65,5,0.5,positive,None
Feeling even better since I rolled the profits into a farm and Ethereum How you holding up George,1451122447579820035,125,2021-10-21 09:45:26,TweetDeck,734,23,0.13611111111111113,wpositive,None
So IBM clear disappointment and re think for 2022 HPQ great but supply chain PPG again disappointing Lam fine TSLA good,1451122155979214852,128,2021-10-21 09:44:17,TweetDeck,79,8,0.7,spositive,None
Shane dropped by tonight to teach me and show me his Cramer shirt good time was had by all,1450996139583578114,135,2021-10-21 01:23:32,Twitter for iPhone,680,11,-0.5,negative,None
RT One random thought about PYPL buying PINS If the deal reopening worries weigh on PayPal s stock for a while it might,1450952836590841863,139,2021-10-20 22:31:28,TweetDeck,0,13,-0.1,wnegative,PayPal
RT Also While I get why some are skeptical it s worth noting given PYPL and PINS forward EPS multiples the deal could b,1450952600380186624,140,2021-10-20 22:30:31,TweetDeck,0,3,0.19166666666666665,wpositive,None
I need to be convinced that Paypal has a path here Paypal shops like Instagram A Shopify A worldwide experience store like Etsy for crafts I can go with it but it s not easy and we own it for the investing club,1450944694096211969,247,2021-10-20 21:59:06,TweetDeck,92,5,0.16944444444444443,wpositive,Shopify
RT Thanks Jim Loving the club and appreciate all your hard work,1450943526028648452,94,2021-10-20 21:54:28,Twitter for iPhone,0,1,1.0,spositive,None
we have an excellent piece on Paypal Pinterest for clubmembers subscribe,1450913663708274701,99,2021-10-20 19:55:48,TweetDeck,74,8,-0.05000000000000001,wnegative,None
what if this Paypal story is a way to run something up the flagpole because clearly no one is saluting,1450874102085001223,104,2021-10-20 17:18:36,TweetDeck,182,7,0.4,positive,None
This interview with Nelson is fabulous,1450865408404303881,78,2021-10-20 16:44:03,TweetDeck,85,4,0.7,spositive,None
He s a delight and a family friend A good one,1450865205144064004,72,2021-10-20 16:43:15,TweetDeck,55,1,0.0,neutral,None
Lisa Detwiler says same,1450860374404870149,50,2021-10-20 16:24:03,TweetDeck,36,1,-0.1625,wnegative,None
it s been pronounced dead endlessly and we are still here,1450859444519280646,83,2021-10-20 16:20:21,TweetDeck,106,7,0.8,spositive,None
Turn us on two minutes to go time Happy Tenth Scotty,1450859188209455113,100,2021-10-20 16:19:20,TweetDeck,68,8,0.46111111111111114,positive,None
furiously chasing down Paypal Pinterest Could be great buying opportunity to buy Paypal which we own for the charitable trust,1450854209000181763,157,2021-10-20 15:59:33,TweetDeck,83,11,-0.3888888888888889,negative,None
i know owning micron is a tough slog but i like what the ceo had to say this morning on,1450846191164473348,101,2021-10-20 15:27:42,TweetDeck,73,3,0.2857142857142857,wpositive,None
Momentum as we always get right about now seasonal,1450842286032621574,52,2021-10-20 15:12:10,TweetDeck,195,11,0.0,neutral,None
INBOX,1450839154493902851,56,2021-10-20 14:59:44,Twitter for iPhone,45,2,0.5,positive,None
Covered Netflix Ford Ulta and many more in this morning s email sign up now,1450822236617723904,105,2021-10-20 13:52:30,Twitter for iPhone,60,7,0.0,neutral,Netflix
RT Escarcega Started a position with LLY at 234 this morning it s at 244 All I can say is thank you The newsletter,1450819951007346688,140,2021-10-20 13:43:25,Twitter for iPhone,0,3,0.0,neutral,None
RT We can t wait either Jim,1450812903746064388,72,2021-10-20 13:15:25,TweetDeck,0,2,0.2,wpositive,None
Real wages for real workers and this is never talked about by billionaires,1450812830136025092,75,2021-10-20 13:15:08,TweetDeck,499,35,0.35,positive,None
I do have to hail this Abbott as a true blow out for sign up for my morning note,1450805846456291352,108,2021-10-20 12:47:23,TweetDeck,41,2,0.35,positive,None
F Ford Credit Suisse goes to 20 from PT next leg check our what i am looking at note for Investment club AVT looks good too,1450805409451847681,141,2021-10-20 12:45:38,TweetDeck,123,5,0.45,positive,None
on today can t wait Happy Tenth WOW,1450748575466639363,78,2021-10-20 08:59:48,TweetDeck,41,5,0.4,positive,None
Link total agreement great call ULTA,1450578184412540933,81,2021-10-19 21:42:44,TweetDeck,26,0,0.7,spositive,None
Ethereum i want to guard my words I am being trashed for selling some But i told people when i bought it I told them how I watched it run up I said it would spike into the etf and i would sell some Pre twitter that was really good With Twitter I get trashed all day,1450577890299555851,272,2021-10-19 21:41:34,TweetDeck,1045,29,1.0,spositive,None
best leadership group,1450572430297161732,45,2021-10-19 21:19:52,TweetDeck,39,5,-0.15555555555555559,wnegative,None
i am now down selling my Ethereum I will let the rest run Taken out all my cost basis now,1450572342376206339,93,2021-10-19 21:19:31,TweetDeck,1849,85,0.2375,wpositive,None
Gamestop report pretty much exonerates Citadel from a vast conspiracy Many disagree who attack me all of the time,1450568436271173632,117,2021-10-19 21:04:00,TweetDeck,303,16,0.0,neutral,None
people are re assessing their lives,1450543601667223559,62,2021-10-19 19:25:19,TweetDeck,361,57,0.425,positive,None
i would stick with Ford which is one of the largest positions in my charitable trust and i think it can go much higher,1450532840576270352,145,2021-10-19 18:42:33,Twitter for iPhone,528,35,0.5,positive,None
RT Excellent NYT piece by on how the recognition of the airborne transmission of SARS CoV 2 finally belatedly shou,1450487593066385412,140,2021-10-19 15:42:45,TweetDeck,0,270,0.0,neutral,None
IN YOUR INBOX CNBC Investing Club We are trimming this chip holding to lock in gains and raise some cash,1450468848675721219,134,2021-10-19 14:28:16,Twitter for iPhone,66,4,-0.13333333333333333,wnegative,None
Chairman Gensler talking about GME this is fantastic There is no vast conspiracy against those who bought this stock I know there are plenty of people who hate me for saying that but READ the report,1450459694250790913,203,2021-10-19 13:51:54,TweetDeck,199,19,0.39999999999999997,positive,None
Most gambling sites do NOT allow margin too risky but not the brokers Gambling sites are more responsible than brokerage stocks,1450458378208174088,141,2021-10-19 13:46:40,TweetDeck,879,70,0.25,wpositive,None
RT The NYSE welcomes in celebration of the first U S Bitcoin Linked ETF BITO,1450453997991645191,123,2021-10-19 13:29:15,TweetDeck,0,399,0.0,neutral,None
not soon enough,1450453648312606726,39,2021-10-19 13:27:52,TweetDeck,42,1,0.20000000000000004,wpositive,None
Walmart upgrade huge for club members even if it is really valuation v the group the only bargain,1450453555358355460,126,2021-10-19 13:27:30,TweetDeck,31,2,0.0,neutral,Walmart
In this morning s pre market email debating selling a name to make room for another a downgrade on best of breed the worst stock in the world,1450448706227081226,176,2021-10-19 13:08:14,Twitter for iPhone,52,2,0.2,wpositive,None
RT There is worker fatigue Vaccine mandates have played into the mindset of some The hospitals are very efficient now at sc,1450419035775045640,140,2021-10-19 11:10:20,TweetDeck,0,7,0.5,positive,None
More,1450395028237570049,50,2021-10-19 09:34:56,TweetDeck,8,3,-0.25,wnegative,None
No More Spacs,1450371036684357632,38,2021-10-19 07:59:36,TweetDeck,65,6,0.31666666666666665,positive,None
it is true that Permian drilling is getting more aggressive but we are nowhere near pre covid levels,1450370060846080004,103,2021-10-19 07:55:43,TweetDeck,98,6,0.0,neutral,None
Never go against Diggs Just one FF takeaway to start the morning,1450369907762335748,66,2021-10-19 07:55:07,TweetDeck,45,1,0.0,neutral,None
Just sent out the Investing Club s take on Apple s Unleashed event from today AirPods Apple Music MacBook Pro What do you think,1450209101301039105,160,2021-10-18 21:16:07,Twitter for iPhone,60,3,0.0,neutral,Apple
this is a beaver deceiver to stop those critters from causing problems,1450203081006882816,94,2021-10-18 20:52:12,Twitter for iPhone,105,4,0.25,wpositive,None
The first Mustang Mach E coming off the assembly line in China Look out Tesla,1450201619346378760,103,2021-10-18 20:46:24,Twitter for iPhone,1585,120,0.0,neutral,Tesla
does anyone know what this is i do guess,1450183558870577156,70,2021-10-18 19:34:38,Twitter for iPhone,255,10,0.0,neutral,None
IN YOUR INBOX,1450158918555086853,64,2021-10-18 17:56:43,Twitter for iPhone,53,4,0.3,wpositive,None
RT Fun hanging out with today talked about everything from Moderna and NFL to our custom chip deve,1450142241817866248,140,2021-10-18 16:50:27,Twitter for iPhone,0,22,0.65,spositive,None
RT Great info love all the info you give us to help us make money not friends Please keep it up Again I can t,1450141995821944833,140,2021-10-18 16:49:28,Twitter for iPhone,0,3,0.3,wpositive,None
We still like WFC up here A competing service we have nothing to do with told you to sell it at 45 that is not our call and we regret that we can t make it even more clear,1450129678237421576,176,2021-10-18 16:00:32,TweetDeck,150,4,0.25,wpositive,None
Starting off the week with a lot to discuss Hershey Albertsons Disney ServiceNow and more Check your email or sign up,1450092500786503682,149,2021-10-18 13:32:48,Twitter for iPhone,39,4,0.0,neutral,Disney
agree,1450088729738162177,29,2021-10-18 13:17:49,TweetDeck,46,3,0.0,neutral,None
One of the secrets of Este Lauder which is owned by the trust is number ten,1450088133593341953,101,2021-10-18 13:15:27,TweetDeck,53,4,0.05416666666666667,wpositive,None
Demand for Boeing planes will go up All about timing i remain steadfast but boy do they make it hard,1450087953661890560,104,2021-10-18 13:14:44,TweetDeck,343,11,0.2,wpositive,None
This is real,1450066001580765184,36,2021-10-18 11:47:30,TweetDeck,230,13,0.2,wpositive,None
Of real concern,1450023037819052033,39,2021-10-18 08:56:46,TweetDeck,137,16,0.0,neutral,None
I wake up today to discover that if Diggs is held to one catch that s a short one i am in,1450021641673748484,92,2021-10-18 08:51:14,TweetDeck,83,3,0.0,neutral,None
Thank you CNBC and NBC and NBC Sports for the chance to tell the investment club story,1449887467499311106,115,2021-10-17 23:58:04,TweetDeck,207,15,0.0,neutral,None
Crane Beach North Shore,1449793560501440528,49,2021-10-17 17:44:55,Twitter for iPhone,326,5,0.0,neutral,None
third hint,1449761645006360585,34,2021-10-17 15:38:06,Twitter for iPhone,282,5,0.0,neutral,None
second hint,1449761574550446082,36,2021-10-17 15:37:49,Twitter for iPhone,171,1,0.0,neutral,None
location guessers,1449761469806034946,42,2021-10-17 15:37:24,Twitter for iPhone,2068,34,0.35,positive,None
Scout is such a good boy,1449761350935359491,49,2021-10-17 15:36:55,Twitter for iPhone,249,6,0.05000000000000002,wpositive,None
General Patton s hometown,1449737744687718406,51,2021-10-17 14:03:07,Twitter for iPhone,867,13,-0.15555555555555559,wnegative,None
sat down with the man the myth the legend to talk all things a must watch on tonight at 6pmET,1449127053643730950,160,2021-10-15 21:36:27,Twitter Web App,135,10,0.0,neutral,None
RT took the Nasdaq by storm today as Cramer was joined by CEO don t miss their sit,1449125748330139651,139,2021-10-15 21:31:16,Twitter for iPhone,0,8,0.8,spositive,None
We miss this great man,1449121520933085189,50,2021-10-15 21:14:28,TweetDeck,120,12,-0.1,wnegative,None
Putting together our weekly club round up so sign up and get our current thoughts on our portfolio,1449111353201995776,127,2021-10-15 20:34:04,TweetDeck,52,7,0.18333333333333335,wpositive,None
We do hope you did not sell the Wells based on the chart or whatever It s a clean up story and it is getting cleaned up WFC The one and only,1449102447679528963,170,2021-10-15 19:58:41,TweetDeck,71,5,0.5,positive,None
love,1449099857898188808,28,2021-10-15 19:48:23,TweetDeck,160,9,0.0,neutral,None
We are sticking with Wells Fargo even up here as club members know We have a report on Disney and ESPN on deck,1449094814134329348,139,2021-10-15 19:28:21,TweetDeck,59,5,0.39285714285714296,positive,Disney
very smart piece by a great old friend,1449049207231426567,62,2021-10-15 16:27:07,TweetDeck,51,3,0.8,spositive,None
86 You went out with a bang a great TD You have and will always be an Eagle in my mind u m,1449048529188573184,126,2021-10-15 16:24:26,TweetDeck,17,0,0.5,positive,None
86 we will always love you,1449029753919442945,58,2021-10-15 15:09:49,TweetDeck,8,0,0.0,neutral,None
I feel for the blowback she is about to get,1449026879135027202,81,2021-10-15 14:58:24,TweetDeck,3,2,0.0,neutral,None
and thank you to for nailing it with them,1449022643320012806,97,2021-10-15 14:41:34,TweetDeck,37,1,0.9,spositive,None
with best pal Tommy McGrath trying to be happy,1448996987391692807,70,2021-10-15 12:59:37,Twitter for iPhone,322,8,0.0,neutral,None
maybe the loss was all a dream and we play Sunday at 1,1448953631148023822,78,2021-10-15 10:07:20,Twitter for iPhone,195,5,0.2,wpositive,None
real fans are leaving,1448851854251733034,45,2021-10-15 03:22:55,Twitter for iPhone,174,5,0.2,wpositive,None
real fans don t leave,1448851174212386816,45,2021-10-15 03:20:12,Twitter for iPhone,440,7,0.6,positive,None
own the don t trade them,1448848571344826372,60,2021-10-15 03:09:52,Twitter for iPhone,145,6,0.0,neutral,None
we do have a Boeing feel to us go birds,1448842304958128128,65,2021-10-15 02:44:58,Twitter for iPhone,114,3,0.0,neutral,None
this is our quarter Disney goes to 180,1448841954062749698,64,2021-10-15 02:43:34,Twitter for iPhone,203,5,0.0,neutral,Disney
this is our quarter,1448841660859887649,45,2021-10-15 02:42:24,Twitter for iPhone,132,2,0.0,neutral,None
heaven,1448821182925578247,30,2021-10-15 01:21:02,Twitter for iPhone,1575,35,0.0,neutral,None
Guess where I m going,1448771620567404550,47,2021-10-14 22:04:05,Twitter for iPhone,4256,76,0.0,neutral,None
see you in the box partner,1448767010662404096,69,2021-10-14 21:45:46,TweetDeck,35,0,-0.051851851851851864,wnegative,None
I dropped him Had too Needed to stream Ertz when Goedert went down I think Quez has a big night but not enough targets,1448766830454136839,159,2021-10-14 21:45:03,TweetDeck,50,8,0.375,positive,None
I have an original Slay jr jersey i bought at walmart with 24,1448765569264754689,86,2021-10-14 21:40:03,TweetDeck,32,2,0.5,positive,None
RT In July many maintained there was no attrition of vaccine effectiveness VE vs symptomatic infections or severe disease D,1448765418739576840,140,2021-10-14 21:39:27,TweetDeck,0,39,-0.4,negative,None
lets see who else can play with a broken leg,1448764621062656005,69,2021-10-14 21:36:17,TweetDeck,16,0,0.0,neutral,None
i do some bottle dancing tonight,1448764461351903238,33,2021-10-14 21:35:38,TweetDeck,58,3,0.5,positive,None
seismic okay that playoff victory was huge but seismic Don t talk trash and come to the City of Brotherly Love and expect a warm greeting seismic,1448758196806504456,180,2021-10-14 21:10:45,TweetDeck,20,1,-0.5,negative,None
i would wear green at the Linc tonight Rick as painful as that might seem Philadelphia fans and night games dangerous combo,1448753486447976449,161,2021-10-14 20:52:02,TweetDeck,4,0,0.27499999999999997,wpositive,None
i think 23 and me is a good company and is worth more than it is selling for but i also am so aware of the issues of promotion of smaller caps that i want to be careful,1448753296743743492,171,2021-10-14 20:51:17,TweetDeck,102,6,0.0,neutral,None
i get it 23 and me is therapeutics as we said on air but Roku That means way undervalued,1448750051933761538,94,2021-10-14 20:38:23,TweetDeck,78,3,0.07878787878787878,wpositive,None
RT 10 Ways the Chinese Government Lied Misled and Messed Up Early on in the Pandemic by based on the new book by,1448749445370290182,140,2021-10-14 20:35:58,TweetDeck,0,32,0.16666666666666666,wpositive,None
23 and Me as the Next Roku I was thinking more the next Vimeo or perhaps Vizeo,1448749388663296000,80,2021-10-14 20:35:45,TweetDeck,71,6,0.15,wpositive,None
Highlighting a quality financial name worth buying into weakness in the Investing Club newsletter,1448675674974269444,124,2021-10-14 15:42:50,Twitter for iPhone,61,0,0.0,neutral,None
,1448661737176068108,23,2021-10-14 14:47:27,Twitter for iPhone,49,1,0.7,spositive,None
club members check your e mail Some good bulletins today,1448661578518175759,58,2021-10-14 14:46:49,TweetDeck,154,3,0.0,neutral,None
RT This is Todays cannabis CEO Kim Rivers nation Jamie Pierson badass bosses,1448652958317494273,140,2021-10-14 14:12:34,TweetDeck,0,6,0.6499999999999999,spositive,None
Gorman is so good what an opportunity to buy it below 100 owned by the charitable trust for the we are just getting started,1448650442171301890,157,2021-10-14 14:02:34,TweetDeck,56,5,0.0,neutral,None
MATT,1448645690339561473,5,2021-10-14 13:43:41,TweetDeck,579,46,0.0,neutral,None
star Matt coming on our show,1448639319380484100,43,2021-10-14 13:18:22,TweetDeck,1,0,0.0,neutral,None
alternative universe call,1448598586997026816,49,2021-10-14 10:36:31,TweetDeck,82,3,0.0,neutral,None
Guru Gainwell or Sanders,1448598484211441667,65,2021-10-14 10:36:06,TweetDeck,4,0,0.15266666666666664,wpositive,None
I bet MS is very strong BAC good but could be JPM like WFC is terrible but will be getting better and UNH raises numbers big,1448583317264142337,155,2021-10-14 09:35:50,TweetDeck,70,5,-0.2833333333333334,wnegative,None
I think the shocking scandal of the ports is that this has been going on for so long and no one acted as it was an emergency there was no urgency to anyone And no one is really talking about how it was visible that almost nothing was being done on Saturdays,1448583123231465479,259,2021-10-14 09:35:04,TweetDeck,1254,147,-0.08333333333333333,wnegative,None
Taiwan Semi reads well They are really not the problem when it comes to autos It s just not a great business versus the businesses that are higher in the food chain,1448557602028261377,169,2021-10-14 07:53:39,TweetDeck,73,5,0.05,wpositive,None
It only seems early,1448556227022237697,22,2021-10-14 07:48:12,TweetDeck,319,13,0.17222222222222222,wpositive,None
we must not let them down or sacrifice them on the altar of selling more product to the PRC,1448481142794031109,115,2021-10-14 02:49:50,TweetDeck,299,22,0.7,spositive,None
s remains undervalued We had the CMG brisket today Insanely good,1448478506451623938,115,2021-10-14 02:39:22,TweetDeck,2,0,0.45,positive,None
Congratulations to Michael Badgley a great young man who just signed with the Colts as a kicker Summit Hilltopper through and through If you need a kicker for FF he s your guy,1448477628361592836,181,2021-10-14 02:35:52,TweetDeck,91,6,0.0,neutral,None
PLUG up four Andy Marsh hit it out of the park just like he did earlier on,1448407790456905728,93,2021-10-13 21:58:22,TweetDeck,157,10,0.0,neutral,None
straining to look at Upstart without burning our pupils,1448389260055388163,79,2021-10-13 20:44:44,Twitter for iPhone,270,17,0.5,positive,None
Of the many reasons i like Starbucks They are committed to hiring Vets,1448385272241078279,72,2021-10-13 20:28:53,TweetDeck,757,30,0.26,wpositive,None
has Cramer fave Logan Roy i like the stock very much,1448383698378887175,70,2021-10-13 20:22:38,TweetDeck,5,0,0.9,spositive,None
RT Thank you for the great newsletters They are excellent learning opportunities and teach me how to invest like,1448354916536291332,140,2021-10-13 18:28:15,Twitter Web App,0,2,0.0,neutral,None
IN YOUR INBOX What to do with Apple given last night s news amp today s drop,1448354175633534977,106,2021-10-13 18:25:19,Twitter for iPhone,99,3,0.0,neutral,Apple
Working on and powering up with brisket,1448341106433961996,104,2021-10-13 17:33:23,Twitter for iPhone,824,15,0.0,neutral,None
We will be in touch,1448326239949819906,46,2021-10-13 16:34:18,TweetDeck,27,0,0.1,wpositive,None
JPM it s always like this hence the early morning warning,1448290419964616712,63,2021-10-13 14:11:58,TweetDeck,98,2,0.2,wpositive,None
Paul you know how much we care about this when can you come on I am counting on you,1448277986743042057,140,2021-10-13 13:22:34,TweetDeck,5,1,0.5,positive,None
JPM Earnings Signet Hubspot and more check your email club members,1448276722869276677,97,2021-10-13 13:17:33,Twitter for iPhone,39,1,0.1333333333333333,wpositive,None
RT Barry Sternlicht was on CNBC dropping bombs Gold is kind of worthless The reason I own bitcoin is because the US govern,1448274599246979078,140,2021-10-13 13:09:06,TweetDeck,0,255,0.0,neutral,None
Hubspot key to this market,1448274506389364737,27,2021-10-13 13:08:44,TweetDeck,82,4,0.0,neutral,None
i will NOT be on any call because i am part of the CNBC investing club Please recognize that i am not with them anymore 26 years started company but i have moved on is where you will find me,1448272157088362498,245,2021-10-13 12:59:24,TweetDeck,163,9,0.0,neutral,None
the confusion with is all about a realization that i have moved to CNBC for the investment club I am NOT affiliated with thestreet or ActionALersplus in any way I am with now and that s where you will find me,1448271819828568065,259,2021-10-13 12:58:04,TweetDeck,85,7,0.2,wpositive,None
There i some real confusion going on I am no longer affiliated with You will find me at the CNBNC investing club you see something from it is NOT from me and i do not share their point of view,1448240887864102914,270,2021-10-13 10:55:09,TweetDeck,421,37,0.2125,wpositive,None
If it needs low end or full featured chips they won t be able to make enough of it,1448211567519088650,82,2021-10-13 08:58:38,TweetDeck,159,7,0.9,spositive,None
Just highlighted a chip stock going through an incredible transformation Check your email or sign up at,1447954830975250442,154,2021-10-12 15:58:28,Twitter for iPhone,68,4,0.0,neutral,None
A lot of questions for Southwest LUV in this morning s email and the CEO coming up now on,1447918870984077316,128,2021-10-12 13:35:34,Twitter for iPhone,59,6,0.0,neutral,None
RT Hugs Post 9,1447916553937342474,55,2021-10-12 13:26:22,TweetDeck,0,11,0.4,positive,None
i Hope everyone has a simply fantastic day Hug it out with triple vaccinated folks,1447916517195227138,109,2021-10-12 13:26:13,TweetDeck,264,9,0.0,neutral,None
he should call Pioneer,1447915266025955337,55,2021-10-12 13:21:15,TweetDeck,1,0,-0.10000000000000002,wnegative,None
RT Job action Jimmy Pilots are pissed about the corporate tyranny They sit behind cockpit doors all day an,1447914117633871873,140,2021-10-12 13:16:41,TweetDeck,0,2,0.0625,wpositive,None
Major breakthrough hug with,1447913656956723205,54,2021-10-12 13:14:51,TweetDeck,95,5,0.0,neutral,None
Still trying to get to the bottom of the LUV situation Any ideas,1447895606614183944,67,2021-10-12 12:03:07,TweetDeck,327,29,0.4,positive,None
this is why we love you guys Pic worth a gazillion words,1447847501885759488,96,2021-10-12 08:51:58,TweetDeck,5,0,0.0,neutral,None
We are still worried so we do not act as we did which means that the behavior we see is TRANSITORY not the prices,1447847313830027265,140,2021-10-12 08:51:13,TweetDeck,69,11,0.0,neutral,None
titans on display at 30 Rock,1447679918117171203,52,2021-10-11 21:46:03,Twitter for iPhone,134,6,0.1708333333333333,wpositive,None
Still a little early to own T,1447679467271462924,30,2021-10-11 21:44:16,TweetDeck,349,18,0.25,wpositive,None
RT Jim these investment club alerts are really great Thanks for all you do for the small guy I think the,1447622540520796160,140,2021-10-11 17:58:03,Twitter Web App,0,3,0.0,neutral,None
no and it Hurts,1447596138253717506,49,2021-10-11 16:13:09,Twitter for iPhone,90,3,-0.2,wnegative,None
Taking advantage of the dip in one big casino name Check your email for what s behind our trade,1447580339933786112,124,2021-10-11 15:10:22,Twitter Web App,149,8,0.7,spositive,None
RT Jim the newsletter is great I m taking a position I m Lilly this morning and already own Bros Thank you from on,1447560819009544194,140,2021-10-11 13:52:48,Twitter for iPhone,0,3,-0.8500000000000001,snegative,None
People hate me because i kill a fish and eat it Because of the milfoil in the pond because we beat the Panthers Is anyone else hated like this Does Twitter help you,1447551760512466947,173,2021-10-11 13:16:48,TweetDeck,474,15,0.13636363636363635,wpositive,None
Oil a couple of stars in coffee and some new coverage on the street all in this morning s CNBC Investing Club newsletter Check your email or sign up at,1447542192378101761,180,2021-10-11 12:38:47,Twitter for iPhone,70,5,0.22500000000000006,wpositive,None
Asymmetrical analysis Winning in fantasy and reality while fabulous is not as good as losing both is bad,1447484647001186305,108,2021-10-11 08:50:07,TweetDeck,180,8,0.11000000000000001,wpositive,None
cramer s none better grilled fresh local wide mouth bass,1446946500328759308,80,2021-10-09 21:11:43,Twitter for iPhone,992,9,0.0,neutral,None
Guru i screwed up last week determined not to this week Mitchell Gainwell Sanders or Devante Parker room for only one,1446611358997524482,148,2021-10-08 22:59:59,TweetDeck,1,0,-0.4,negative,None
even after all of these years i can t separate emotions Baldy I believe the can take this game,1446575351560384515,141,2021-10-08 20:36:54,TweetDeck,1,0,-0.4,negative,None
ATT under 27 still not attractive,1446575047448186884,37,2021-10-08 20:35:42,TweetDeck,626,36,0.1787878787878788,wpositive,None
RT Kia Ora from New Zealand I wanted to thank you for investing club initiative Very helpful Thanks and have a gr,1446563168373854221,140,2021-10-08 19:48:29,Twitter Web App,0,1,-0.22000000000000003,wnegative,None
thank you so much These are crucial FF questions Shocked that CMC is doubtful He wants to play,1446562351495397392,136,2021-10-08 19:45:15,TweetDeck,0,0,1.0,spositive,None
your Bristol Myyeeers was priceless,1446561994228781057,51,2021-10-08 19:43:49,TweetDeck,27,0,0.35416666666666663,positive,None
RT It s hard to capture s energy but gave it his best shot,1446561979787849729,127,2021-10-08 19:43:46,Twitter Web App,0,9,-0.08085317460317461,wnegative,None
you are a total gent Yes to have to trade out of the rest of Bristol Myyyeeers was hard but LLY is so special It was tough to part with BMY but when you read the missive you will know why it had to be done,1446557738625081352,251,2021-10-08 19:26:55,TweetDeck,9,1,0.0,neutral,None
RT gonna go out on a limb here and say it s a 3 dose vaccine That s all Not rocket science,1446550481405415445,129,2021-10-08 18:58:05,TweetDeck,0,645,0.13636363636363635,wpositive,None
RT What if Texas and Florida had vaccinated at the level of New England by July 31st Prevention of De,1446550388426084356,140,2021-10-08 18:57:42,TweetDeck,0,328,1.0,spositive,None
RT While we await vaccines to be approved for children what is the best way to prevent Covid for them Adults getting vaccinat,1446550228715376643,140,2021-10-08 18:57:04,TweetDeck,0,191,0.11489898989898989,wpositive,None
RT Love the new club Thank you and your team for all the hard work,1446524496765202432,95,2021-10-08 17:14:49,Twitter for iPhone,0,3,0.2037037037037037,wpositive,None
RT Hey loving the investor club emails particularly like the morning run down of the streets research,1446524456789319709,140,2021-10-08 17:14:40,Twitter for iPhone,0,3,0.3,wpositive,None
RT Loving the emails so far Thanks for doing this,1446524431828983808,75,2021-10-08 17:14:34,Twitter for iPhone,0,2,0.35,positive,None
RT Thank you for the access to your insights I ve really been enjoying the reading,1446524119655358477,113,2021-10-08 17:13:19,Twitter for iPhone,0,2,0.2815656565656566,wpositive,None
RT Thank you for all the hard work and new Investing Club The emails are awesome,1446524084184129536,109,2021-10-08 17:13:11,Twitter for iPhone,0,2,0.0,neutral,None
shocker,1446521093657960470,31,2021-10-08 17:01:18,TweetDeck,30,4,0.2,wpositive,None
thank you so much for your analysis of the changes,1446521027035635713,94,2021-10-08 17:01:02,TweetDeck,7,0,0.13636363636363635,wpositive,None
Club members check your email just initiated a new position in a drug stock we ve been watching,1446496656099319813,123,2021-10-08 15:24:12,Twitter Web App,132,5,-0.24999999999999992,wnegative,None
Baldy how bad is Russell really hurt MCC playing against Eagles GTD,1446466843145801755,97,2021-10-08 13:25:44,TweetDeck,35,3,0.0,neutral,None
RT Fist Bump Friday,1446465906780016656,58,2021-10-08 13:22:00,TweetDeck,0,12,0.0,neutral,None
will address,1446460932683599879,36,2021-10-08 13:02:14,TweetDeck,559,56,0.44999999999999996,positive,None
Just sent out the morning newsletter employment ConAgra and a bunch of Charitable Trust names worth looking at,1446455101422440462,137,2021-10-08 12:39:04,Twitter for iPhone,76,10,0.10909090909090909,wpositive,None
it s time to step up what we do for the v what i did for the newsletter i started Lots of new features And it is real money behind it I have given away more than 3 million from the trust,1446409296015679495,240,2021-10-08 09:37:03,TweetDeck,97,7,0.7,spositive,None
this is great and deserving news,1446408931606253569,57,2021-10-08 09:35:36,TweetDeck,76,7,0.0,neutral,None
frightening that thinks Daniel is better than Sean even as he lives a couple of blocks from me,1446406258802712598,108,2021-10-08 09:24:59,Twitter for iPhone,45,1,0.2,wpositive,None
remember Evergrande s impact on the credit markets in china is really linked to Tether not to our banks,1446396821157339146,104,2021-10-08 08:47:29,TweetDeck,1022,117,0.2875,wpositive,None
It bothers me endlessly that the CDC never helped on this issue and the NIH wasn t that good either,1446396155986911232,127,2021-10-08 08:44:50,TweetDeck,183,24,0.3333333333333333,positive,None
As we get into earnings season i just want to remind people that the analysis we have for each charitable trust stock will only be available at as i am no longer affiliated with the newsletter,1446396001821110273,241,2021-10-08 08:44:14,TweetDeck,60,7,0.4,positive,None
while i don t write much for about crypto i do see others worried about tether like Bloomberg in an amazing investigation and i thank them for the shout out,1446266002573045762,181,2021-10-08 00:07:39,TweetDeck,101,8,-0.1,wnegative,None
If you are wondering why we think Nucor should be a core holding for you watch tonight and line it up with our bulletins these last few day which is NOT affiliated and has nothing to do which i am no longer involved with,1446213689934237701,273,2021-10-07 20:39:47,TweetDeck,89,8,0.0,neutral,None
Covering an apparel name in our afternoon newsletter check your emails,1446182342641528839,99,2021-10-07 18:35:13,Twitter for iPhone,89,2,0.0,neutral,None
feels like today,1446161762240405514,42,2021-10-07 17:13:27,Twitter for iPhone,1145,51,0.8,spositive,None
Now let s see if the fly overs stop,1446036306379919366,63,2021-10-07 08:54:56,TweetDeck,89,2,0.059999999999999984,wpositive,None
